hls_id,url,title,gender,starttimerange,endtimerange,timeprecision,vorname,nachname,gbdatum,tddatum,heiratsdatum,heiratspartner,text
29315,https://hls-dhs-dss.ch/de/articles/029315/,"Otto, Bernhard",Männlich,1751–1800,1801–1850,,Bernhard,Otto,,1816-07-31,1787,Susanna Barbara Wegelin," Autorin/Autor: Adolf Collenberg 1752 Lindau (ZH), 31.7.1816 Chur, ref., von Lindau, ab 1768 Bürger von Chur. Sohn des Jakob (1788), ab 1768 Leiter der Typograph. Gesellschaft in Chur und Mitinhaber der Druckerei Gebr. Otto am Untertor bis 1771. 1787 Susanna Barbara Wegelin. Nach einer Ausbildung zum Typografen war O. Mitinhaber der Druckerei und Bücherei Jakob Otto und Söhne (1772-1816). Er leitete die Druckerei, seine Brüder Andreas und Martin besorgten Akquisition und Vertrieb. Sie verlegten die Blätter ""Montägliche Churer Zeitung"", ""Der Telegraph aus Graubünden"" und 1803 die ""Churer Zeitung"". Im selben Jahr druckten sie die Mediationsakte für die Eidgenossenschaft und Bünden und 1815 die Bibel in ladin. Sprache. 1856 verkaufte O.s Enkel Bernhard die Druckerei an Senti & Hummel, nachmalige Gasser und Eggerling."
29392,https://hls-dhs-dss.ch/de/articles/029392/,"Hürlimann, Johannes",Männlich,1751–1800,1851–1900,,Johannes,Hürlimann,1767-01-13,1854-11-09,​,Anna Burkhard," Autorin/Autor: Peter Müller 13.1.1767 Richterswil, 9.11.1854 Richterswil, ref., von Richterswil. Sohn des Hans Heinrich, Schiffers, Boten und Holzhändlers. ​Anna Burkhard. Lehre als Tuchscherer, danach Textilfabrikant und Kaufmann, der mit Baumwollgarn, Baumwolltüchern und Musseline handelte (1803 Warenniederlassung in St. Gallen). Als einer der Ersten wob H. im Kt. Zürich in grossen Mengen angekauftes engl. Maschinengarn. Er gründete 1812 mit den Brüdern Widmer die Baumwollspinnerei in den Mülenen in Richterswil (bis 1837 Mitbesitzer) und 1817 einen weiteren Betrieb in Rapperswil. Seine Kattundruckerei in Richterswil (1822) entwickelte sich zu einem führenden Unternehmen der Schweiz und exportierte in die ganze Welt. 1837 errichtete H. eine Dampffärberei. 1853 verkaufte er seinen Richterswiler Besitz an die Firma Jakob Ziegler & Co. in Winterthur. Er hatte verschiedene öffentl. Ämter inne und war 1830-44 Zürcher Grossrat sowie 1832-34 Statthalter von Horgen."
29389,https://hls-dhs-dss.ch/de/articles/029389/,"Gossweiler, Kaspar",Männlich,1551–1600,1651–1700,,Kaspar,Gossweiler,1571-04-05,1653-11-10,​,"1) Dorothea Werdmüller, Tochter des"," Autorin/Autor: Martin Lassner 5.4.1571 Zürich, 10.11.1653 Zürich, ref., von Zürich. Sohn des Conrad, Gürtlers, und der Agnes von Birch. ​1) Dorothea Werdmüller, Tochter des David Werdmüller, 2) Margaretha Paravicini de Capellis, von Plurs. Ab 1620 Ratsherr der Saffranzunft, 1623 Gesandter in die ennetbirg. Vogteien, 1642 Rechenherr. Als Textilkaufmann war G. zusammen mit seinem Bruder Hans Jacob einer der wichtigsten Exporteure Zürichs, die ""Tüchli"" (grobes Baumwolltuch) v.a. nach Oberitalien ausführten. Als Seidenrohstofflieferant bediente er namentlich die Werdmüller."
29391,https://hls-dhs-dss.ch/de/articles/029391/,"Hirzel, Peter",Männlich,1501–1550,1551–1600,,Peter,Hirzel,,1573-10-03,​,"1) Catharina Ling, Tochter des Caspar, Luzerner Tuchhändlers, 2) Brida Weidhas, von Luzern (1542 geschieden), 3) Barbara Stoll, Tochter des Erhard, Landvogts von Andelfingen, 4) Verena Frey"," Autorin/Autor: Martin Lassner 1511 Pfäffikon (ZH), 3.10.1573 Zürich, ab 1540 reformiert, ab 1538 Bürger von Luzern, ab 1540 Bürger von Zürich. Sohn des Hans, Tuchhändlers, und der Anna Erni. ​1) Catharina Ling, Tochter des Caspar, Luzerner Tuchhändlers, 2) Brida Weidhas, von Luzern (1542 geschieden), 3) Barbara Stoll, Tochter des Erhard, Landvogts von Andelfingen, 4) Verena Frey. Nach einer Schneiderlehre in Fehraltorf (1523) stieg Peter Hirzel 1532 in Luzern in den Tuchhandel ein. 1541 zog er nach Zürich. Im Ferntuchhandel erwarb er grossen Reichtum. 1563 erschlug er straflos seine Frau Barbara und seinen Geschäftsführer, die er beim Ehebruch überrascht hatte."
29390,https://hls-dhs-dss.ch/de/articles/029390/,"Hettlinger, Johann Jakob",Männlich,1701–1750,1801–1850,,Johann Jakob,Hettlinger,,1803-10-10,,," Autorin/Autor: Martin Lassner 1734 Winterthur, 10.10.1803 Sèvres (bei Paris), reformiert, von Winterthur. Sohn des Joachim und der Susanna Steiner. Ab 1750 Ausbildung zum Wundarzt in Zürich. 1756-1783 Arzt und Schreiber, später Generalinspektor der Kupferbergwerke von Saint-Etienne-de-Baïgorry (Aquitanien). Mitglied der Akademie der Wissenschaften von Lissabon und der Physikalischen Gesellschaft von Zürich. 1784 wurde Johann Jakob Hettlinger vom französischen König Ludwig XVI. zum Leiter der Porzellanmanufaktur von Sèvres ernannt, wo er sich als Reorganisator, Erfinder und Erneuerer auszeichnete. 1791 Administrator des französischen Departements Seine-et-Oise."
29388,https://hls-dhs-dss.ch/de/articles/029388/,"Gossweiler, Hans Conrad",Männlich,1651–1700,1751–1800,,Hans Conrad,Gossweiler,1694-02-24,1760-05-17,​,"Anna Cleophea Meyer, Tochter des Jacob"," Autorin/Autor: Martin Lassner 24.2.1694 Zürich, 17.5.1760 Zürich, ref., von Zürich. Sohn des Hans Conrad, Ratsherrn, und der Susanna Orelli. ​Anna Cleophea Meyer, Tochter des Jacob. Ab 1724 Grossrat der Zunft zur Waag, 1746-59 Ratsherr. 1714 stieg G. ins väterl. Seidengeschäft ein. Er produzierte qualitativ hervorragende Florettseide und besass ein weites Vertriebsnetz in Europa; kleinere Mengen exportierte er bis nach Russland, über Spanien nach Mexiko und über Portugal nach Brasilien. Als geschickter Einkäufer beeinflusste er den Rohseidenmarkt u.a. durch Scheinkäufe von Strohmännern."
29406,https://hls-dhs-dss.ch/de/articles/029406/,"Pestalozzi, Cleophea",Weiblich,1701–1750,1801–1850,,Cleophea,Pestalozzi,1750-09-01,1820-03-22,,," Autorin/Autor: Katja Hürlimann 1.9.1750 Zürich, 22.3.1820 Zürich, reformiert, von Zürich. Inhaberin und Geschäftsführerin eines Seidenhandels- und Bankhauses.     Porträt von Cleophea Pestalozzi. Öl auf Leinwand von Alexander Speissegger, 1777 (Privatsammlung; Fotografie Martin Bühler, Basel). […]Cleophea von Orelli war die Tochter des Hans Conrad von Orelli, Kaufmanns, und der Anna Lavater. Sie heiratete 1776 Heinrich Escher vom Glas (1745-1792) und nach dessen Tod 1796 Hans Jakob Pestalozzi (1731-1802), den Sohn des Hans Jakob Pestalozzi und der Ester Jonquière. Als der zweite Ehemann 1802 kinderlos starb, hinterliess er seiner Witwe die Firma Pestalozzi im Thalhof. Cleophea Pestalozzi leitete das in der Revolutionszeit in Schwierigkeiten geratene Seiden- und Bankgeschäft weiter und führte es zu neuem Erfolg. Als Geschäftsführer stand ihr Johannes Speerli aus Kilchberg (ZH) zur Seite. Bereits 1802 gewährte sie ihrem Angestellten eine kleinere Kapitalbeteiligung. 1805 machte sie ihn zum Teilhaber, der ein Drittel des Geschäftsgewinnes bekam. Pestalozzi und ihr neuer Partner änderten die Strategie und stellten das unsichere Geschäft mit Frankreich ein und konzentrierten sich auf die Schweiz und Deutschland. Vor allem die durch eine neue Färbetechnik hergestellten geflammten Seidentücher fanden in Süddeutschland immer grösseren Absatz. 1808 nahm Pestalozzi ihre beiden Neffen Hans Conrad (1784-1833) und Johann von Orelli (1785-1844) als Teilhaber in die Firma auf. Allerdings mussten sich die beiden mit je einem Sechstel des Gewinns zufriedengeben; die beiden anderen Drittel gingen an Speerli und Pestalozzi. 1812 zog sich Letztere aus der Geschäftsleitung zurück, beliess jedoch ihr Kapital gegen einen Zins von vier Prozent in der Firma. Speerli und die Brüder von Orelli führten die Firma Pestalozzi im Thalhof gemeinsam weiter. In der Literatur wird Cleophea Pestalozzi als eine herausragende Geschäftsfrau gewürdigt, welche die wenig ertragreiche Firma im Thalhof zum Erfolg zurückgeführt habe. Für eine differenziertere Beurteilung ihrer unternehmerischen Tätigkeit fehlen jedoch Untersuchungen.     Hauptkontobuch der Firma Pestalozzi im Thalhof, 1804-1807 (Staatsarchiv Zürich, D 307). […]"
29408,https://hls-dhs-dss.ch/de/articles/029408/,"Römer, Heinrich",Männlich,1601–1650,1651–1700,,Heinrich,Römer,,1697-03-24,1656,"Margaretha Hartmann, Tochter des Hans Conrad, Seidenfabrikanten und Zwölfers"," Autorin/Autor: Martin Lassner 1628 Zürich, 24.3.1697 Zürich, reformiert, von Zürich. Sohn des Johann, Kaufmanns aus Aachen, und der Magdalena Toma. 1656 Margaretha Hartmann, Tochter des Hans Conrad, Seidenfabrikanten und Zwölfers. Heinrich Römer liess sich in Frankfurt und Amsterdam ausbilden und war als Kaufmann und Textilfabrikant tätig. 1653 gründete er eine Florett- und Buratweberei, die er über Verlage auf der Landschaft ausbaute. Ab 1668 führte er das Unternehmen mit seinem Bruder Johann (1630-1701). Als erfolgreicher Fabrikant wurde er 1670 einer der ersten sieben Direktoren des Kaufmännischen Direktoriums von Zürich."
29407,https://hls-dhs-dss.ch/de/articles/029407/,"Rahn, Hartmann",Männlich,1701–1750,1751–1800,,Hartmann,Rahn,1721-11-05,1792-09-29,​,"Johanna Victoria Klopstock, Tochter des Gottlieb Heinrich, Stiftsadvokaten in Quedlinburg"," Autorin/Autor: Martin Lassner 5.11.1721 Zürich, 29.9.1792 Jena, reformiert, von Zürich. Sohn des Johann Heinrich, Fabrikanten, und der Anna Magdalena Steiner. ​Johanna Victoria Klopstock, Tochter des Gottlieb Heinrich, Stiftsadvokaten in Quedlinburg. Schwager des Friedrich Gottlieb Klopstock. Hartmann Rahn war als Kaufmann tätig und gehörte der Widderzunft an. 1752 eröffnete er dank der Protektion des dänischen Königs ein Seidengeschäft in Lyngby bei Kopenhagen. Nach schlechtem Geschäftsgang kehrte er 1762 nach Zürich zurück. Hier wirkte er 1786 als Waagmeister beim Kaufhaus. Rahn gilt als innovativer, aber erfolgloser Unternehmer. Er erfand den Zeugdruck, der die Malerei auf Seide ersetzte."
29409,https://hls-dhs-dss.ch/de/articles/029409/,"Ronco, Lodovico",Männlich,1501–1550,1551–1600,,Lodovico,Ronco,,,,," Autorin/Autor: Martin Lassner 1523 Locarno, 1593 Zürich, reformiert, von Locarno. Kaufmann. Mitglied der Saffranzunft. Als einer der führenden Köpfe der Locarneser Refugianten war Lodovico Ronco ab 1557 hauptsächlich im Handel zwischen Zürich, Norditalien und Lyon tätig. Später konzentrierte er sich mit wechselnden Partnern zunehmend auf den Textilhandel. 1574 eröffnete Ronco der Zürcher Textilindustrie mit der Einführung der Florettspinnerei neue Wege."
29290,https://hls-dhs-dss.ch/de/articles/029290/,"Blumer, Johann Heinrich",Männlich,1751–1800,1801–1850,,Johann Heinrich,Blumer,1753-06-23,1844-05-06,1778,"Anna Maria Streiff, Tochter des"," Autorin/Autor: Karin Marti-Weissenbach 23.6.1753 Glarus, 6.5.1844 Glarus, ref., von Glarus. Sohn des Othmar, Hauptmanns, Ratsherrn und Kaufmanns, und der Anna Katharina Zweifel. Bruder des Johann Jakob (->). 1778 Anna Maria Streiff, Tochter des Johann Heinrich Streiff. 1780 übernahm B. die Textilfabrik seines Schwiegervaters. Die dort hergestellten blau- und rotgemusterten Indiennes fanden dank ihrer hohen Qualität guten Absatz. In Glarus als aktiver Anhänger der Helvet. Republik angefeindet, gab B. 1799 den wegen der Kriegswirren stillgelegten Betrieb auf. Er floh am 25. September über das Klöntal und Schwyz nach Zürich und zog später nach Wädenswil."
29293,https://hls-dhs-dss.ch/de/articles/029293/,"Heidegger, Andreas",Männlich,1651–1700,1701–1750,,Andreas,Heidegger,1688-04-08,1746-05-17,​,"1) 1713 Sibilla Wild, Tochter des"," Autorin/Autor: Veronika Feller-Vest 8.4.1688 Zürich, 17.5.1746 Zürich, ref., von Zürich. Sohn des Andreas, Waagmeisters. ​1) 1713 Sibilla Wild, Tochter des Abraham Wild, 2) 1722 Maria Elisabeth Feldmann, Tochter des Hans Jakob, Tuchhändlers, 3) 1730 Elisabeth Hartmann, Tochter des Hans Conrad. 1710 Ordination, ab 1714 Pfarrhelfer in Glarus, ab 1727 Diakon an der Predigerkirche von Zürich und ab 1732 Pfarrer an dieser Kirche. Bewegt von der Armut und Verdienstlosigkeit in Glarus führte H. die Baumwollhandspinnerei im Verlagssystem ein. Heimlich liess er aus dem Zürichbiet Spinnerinnen kommen, die zur Handspinnerei von Baumwolle anleiten sollten. Die Handspinnerei verbreitete sich ab 1715 im ganzen Kanton und blieb bis Ende des 18. Jh. eine wichtige Erwerbsquelle."
29394,https://hls-dhs-dss.ch/de/articles/029394/,"Lavater, Heinrich",Männlich,1701–1750,1801–1850,,Heinrich,Lavater,1731-12-31,1818-02-15,​,"Anna Cleophea Escher vom Glas, Tochter des Hans Jakob, Zunftmeisters"," Autorin/Autor: Martin Lassner 31.12.1731 Zürich, 15.2.1818 Zürich, reformiert, von Zürich. Sohn des Ludwig, Kaufmanns, und der Anna Scheuchzer. ​Anna Cleophea Escher vom Glas, Tochter des Hans Jakob, Zunftmeisters. 1768 Zürcher Stadtschreiber und für die Gerberzunft im Grossrat, 1774 eidgenössischer Vogt in Baden, 1784-1791 Ratsmitglied, 1792-1798 Landvogt von Grüningen. Heinrich Lavater gründete 1763 mit Hans Conrad Heidegger und Salomon Gessner die Porzellanfabrik in Schooren (Gemeinde Kilchberg ZH). Trotz aggressiver Werbung und innovativer Produktion ging das künstlerisch erfolgreiche Unternehmen 1791 Konkurs."
29398,https://hls-dhs-dss.ch/de/articles/029398/,"Muralt, Johannes",Männlich,1551–1600,1601–1650,,Johannes,Muralt,1577-09-18,1645-02-02,​,"Elisabeth Thoma, Tochter des Cornelius, Samtwebers"," Autorin/Autor: Martin Lassner 18.9.1577 Zürich, 2.2.1645 Zürich, reformiert, von Zürich. Sohn des Franz, Arztes, und der Catharina von Orelli. Bruder des Johann Anton (->), Enkel des Johannes (->). ​Elisabeth Thoma, Tochter des Cornelius, Samtwebers. Wie alle Refugianten aus Locarno in Zürich trieb Johannes Muralt vorerst vor allem Textilhandel mit der Lombardei, 1606-1611 stieg er als erster der Familie in die Textilfabrikation ein und gründete die Seidenfirma Muralt an der Sihl. Mit lombardischen Textilarbeitern fabrizierte Muralt Florettseide und Trame in Zürich, der geschäftliche Durchbruch gelang ihm zusammen mit seinem Bruder nach 1636."
29395,https://hls-dhs-dss.ch/de/articles/029395/,"Lindinner, Johann Jakob",Männlich,1651–1700,1701–1750,,Johann Jakob,Lindinner,,,,," Autorin/Autor: Martin Lassner 1683 Zürich, 1740 Zürich, reformiert, von Zürich. Sohn des Johann Heinrich, Buchbinders und Verlegers, und der Margaretha Syfrig. Bereits in jungen Jahren brachte es Johann Jakob Lindinner in holländischen Diensten zum Hauptmann. Nach der Rückkehr nach Zürich handelte er mit Druckerzeugnissen. Bedeutung erlangte Lindinner als erster Schweizer Zeitschriftenherausgeber: 1714-1726 verlegte er die ""Monatlichen Gespräche [...]"" von Johann Heinrich Tschudi aus Schwanden (GL), ab 1730 die ""Donnerstags Nachrichten von Zürich"", das erste Inseratenblatt. Lindinner galt auch als Kämpfer wider die Zensur."
29397,https://hls-dhs-dss.ch/de/articles/029397/,"Muralt, Johann Anton",Männlich,1551–1600,1651–1700,,Johann Anton,Muralt,1581-05-17,1667-02-07,,," Autorin/Autor: Martin Lassner 17.5.1581 Zürich, 7.2.1667 Zürich, reformiert, von Zürich. Sohn des Franz, Arztes, und der Catharina von Orelli. Bruder des Johannes (->), Enkel des Johannes (->). Ledig. Lehre als Tuchscherer, danach Kaufmann und Seidenbandfabrikant. Ab 1613 aktiver Teilhaber der Seidenfirma seines Bruders. Zunächst im Seidenhandel tätig, danach vermehrt in der Fabrikation. Johann Anton Muralt bestimmte ab 1645 den Geschäftsgang der Firma, war ab 1663 Hauptteilhaber und machte sie bis zu seinem Tod durch eine vortreffliche Buchhaltung zu einem der bedeutendsten Unternehmen Zürichs."
29396,https://hls-dhs-dss.ch/de/articles/029396/,"Meyer, Johann Jakob",Männlich,1751–1800,1801–1850,,Johann Jakob,Meyer,1763-10-29,1819-01-17,​,"Susanna geborene Meyer, Tochter des Jakob Christoph, Kaufmanns"," Autorin/Autor: Martin Lassner 29.10.1763 Zürich, 17.1.1819 Zürich, reformiert, von Zürich. Sohn des Heinrich, Seidenfabrikanten und Quartierhauptmanns, und der Regula Landolt. Bruder des Johann (->). Neffe des Emanuel (->). ​Susanna geborene Meyer, Tochter des Jakob Christoph, Kaufmanns. Der Kaufmann und Seidenbandfabrikant war 1805 an der Gründung von Escher Wyss & Cie. beteiligt. Johann Jakob Meyer besass das Ritterhaus in Bubikon, wo er eine mechanische Baumwollspinnerei einrichtete. Ab 1799 Mitglied verschiedener kantonaler Behörden, Schildner zum Schneggen. Oberst der englischen Kavallerie, Stadthauptmann von Zürich im Sieg gegen die helvetische Armee 1802."
29393,https://hls-dhs-dss.ch/de/articles/029393/,"Kitt, Salomon",Männlich,1701–1750,1801–1850,,Salomon,Kitt,1744-01-01,,​,"Sara Pauzier, von Genf"," Autorin/Autor: Martin Lassner 1.1.1744 Zürich, 1825 Nordamerika, reformiert, von Zürich. Sohn des Hans Martin, Kaufmanns, und der Anna Margaretha Meier. ​Sara Pauzier, von Genf. Der Kaufmann Salomon Kitt musste 1776 Zürich wegen Konkurses verlassen und ging als Verkäufer zürcherischer und europäischer Textilien nach Übersee. 1779 war er mit seiner Firma Kitt & Reinwald in Sint Eustatius (Niederländische Antillen) tätig, anschliessend, unterstützt von Reinhard Iselin, einem in Kopenhagen niedergelassenen Kolonialunternehmer aus Basel, unter dem Namen Kitt Iselin & Cie. im dänischen Saint Thomas (heute eine der Amerikanischen Jungferninseln) und in Baltimore (USA)."
29422,https://hls-dhs-dss.ch/de/articles/029422/,"Werdmüller, Heinrich",Männlich,1551–1600,1601–1650,,Heinrich,Werdmüller,,1627-06-20,1576,"Ursula Kitt, Tochter des Sebastian, Seilermeisters"," Autorin/Autor: Martin Lassner 1554 Zürich, 20.6.1627 Zürich, ref., von Zürich. Sohn des Beat, Müllers, und der Elisabeth Knäpplin. 1576 Ursula Kitt, Tochter des Sebastian, Seilermeisters. Kaufmänn. Lehre bei Hans Heinrich Wüest. 1586 Zwölfer der Zunft zur Saffran und Mitglied im Gr. Rat. 1587 Gründung einer Gesellschaft mit seinem Bruder David (->) sowie den Glaubensflüchtlingen Johann Jakob Dunus und Francesco Turrettini zum Aufbau eines protoindustriellen Textilunternehmens. W. war der Unternehmensleiter und für die Buchhaltung zuständig. Das erhaltene Rechnungshauptbuch (1598-1608) ist das älteste Zeugnis einer vollständig durchgeführten doppelten Buchhaltung in Zürich. Nach dem Tod Davids 1612 wurde das gemeinsame Seidenindustrieunternehmen aufgelöst und das Geschäftsvermögen getrennt; W. übernahm den 1606-07 erstellten Neuen Seidenhof mit den dazugehörigen Fabrikgebäuden."
29384,https://hls-dhs-dss.ch/de/articles/029384/,"Esslinger, David",Männlich,1651–1700,1701–1750,,David,Esslinger,1679-12-21,1730-06-30,​,"1) Elisabeth Ziegler, Tochter des Heinrich Ziegler, 2) Veronica Bodmer, Tochter des Heinrich Bodmer, Seckelmeisters"," Autorin/Autor: Martin Lassner 21.12.1679 Zürich, 30.6.1730 Zürich, reformiert, von Zürich. Sohn des Hans Jakob Esslinger, Schneiders, und der Susanna Schmutz. ​1) Elisabeth Ziegler, Tochter des Heinrich Ziegler, 2) Veronica Bodmer, Tochter des Heinrich Bodmer, Seckelmeisters. Ursprünglich Schirmmacher, wurde David Esslinger 1720 einer der ersten Zürcher Indiennefabrikanten (Zeugdruck). Er liess seine Stoffe unerlaubterweise im Thurgau färben, da er durch den Zunftzwang eingeschränkt war und die Zürcher Färber die neuen Arbeitsgänge noch nicht beherrschten. Esslingers Nachkommen stiegen dank Mechanisierung zu den wichtigsten Produzenten von türkischrot gefärbter Massenware auf. Die Fabrik Esslinger war neben jener von Hans Jakob Hofmeister eine der beiden grossen Indiennedruckereien Zürichs im 18. Jahrhundert."
